vessel_name,capacity_tons,speed_knots,cargo_weight_tons,cargo_ratio,distance_nm,weather_condition,fuel_type,duration_days,fuel_per_day_tons,total_trip_fuel_tons
Vessel A,5000,13.03,2603.5,0.521,1551.3,Calm,Fuel B,4.96,27.27,135.32
Vessel A,5000,14.81,4874.2,0.975,2270.4,Calm,Fuel B,6.39,51.57,329.4
Vessel A,5000,13.15,3376.1,0.675,1123.2,Moderate,Fuel B,3.56,37.14,132.14
Vessel D,9000,12.69,6535.1,0.726,1185.4,Calm,Green Fuel,3.89,35.1,136.66
Vessel C,4000,9.24,2727.5,0.682,1135.3,Calm,Green Fuel,5.12,11.43,58.47
Vessel B,7000,20.32,5976.5,0.854,1506.2,Rough,Green Fuel,3.09,197.64,610.43
Vessel C,4000,14.43,3167.4,0.792,739.4,Moderate,Green Fuel,2.14,51.35,109.63
Vessel C,4000,18.4,1361.9,0.34,3135.0,Calm,Fuel B,7.1,67.47,479.08
Vessel C,4000,21.18,2055.8,0.514,2687.4,Rough,Fuel A,5.29,135.88,718.5
Vessel C,4000,20.76,3632.4,0.908,2732.1,Calm,Green Fuel,5.48,143.67,787.92
Vessel B,7000,16.09,6144.9,0.878,645.4,Rough,Fuel B,1.67,92.56,154.7
Vessel C,4000,13.63,3998.4,1.0,2994.8,Calm,Green Fuel,9.16,46.72,427.84
Vessel C,4000,15.07,1935.4,0.484,2590.4,Moderate,Fuel A,7.16,46.75,334.83
Vessel A,5000,12.28,3758.4,0.752,585.0,Calm,Fuel B,1.99,26.92,53.46
Vessel D,9000,14.04,7447.3,0.827,3989.1,Moderate,Fuel A,11.84,51.34,607.91
Vessel A,5000,12.29,4373.3,0.875,1048.0,Moderate,Fuel A,3.55,29.99,106.55
Vessel C,4000,14.46,3434.0,0.859,2509.3,Moderate,Green Fuel,7.23,52.84,382.06
Vessel A,5000,16.6,4311.6,0.862,801.4,Moderate,Green Fuel,2.01,90.52,182.04
Vessel A,5000,12.58,1344.1,0.269,273.9,Calm,Green Fuel,0.91,22.86,20.75
Vessel A,5000,9.43,3403.6,0.681,2433.9,Moderate,Fuel A,10.75,13.1,140.76
Vessel A,5000,12.69,1309.7,0.262,2538.7,Calm,Fuel B,8.34,23.96,199.75
Vessel B,7000,18.06,3496.4,0.499,3768.9,Rough,Green Fuel,8.69,130.41,1133.72
Vessel B,7000,17.26,3031.0,0.433,2576.2,Rough,Green Fuel,6.22,95.21,592.15
Vessel B,7000,14.66,2598.4,0.371,1246.7,Moderate,Fuel A,3.54,48.46,171.75
Vessel B,7000,16.84,1906.5,0.272,286.7,Rough,Green Fuel,0.71,83.87,59.48
Vessel B,7000,10.04,1627.9,0.233,515.4,Calm,Fuel A,2.14,12.86,27.51
Vessel B,7000,18.75,4199.0,0.6,3342.6,Rough,Green Fuel,7.43,151.11,1122.69
Vessel C,4000,13.11,3944.7,0.986,3962.9,Moderate,Green Fuel,12.6,46.69,588.12
Vessel A,5000,18.19,4266.5,0.853,3563.7,Calm,Green Fuel,8.16,105.1,857.87
Vessel B,7000,17.71,1739.3,0.248,1245.4,Rough,Green Fuel,2.93,98.4,288.36
Vessel C,4000,13.77,1006.8,0.252,2372.3,Moderate,Fuel B,7.18,29.54,211.97
Vessel A,5000,13.62,2330.4,0.466,2835.3,Rough,Fuel B,8.68,40.83,354.23
Vessel D,9000,14.15,5431.2,0.603,2466.6,Calm,Fuel A,7.26,47.88,347.83
Vessel B,7000,15.66,5403.4,0.772,2934.6,Rough,Fuel B,7.81,86.5,675.58
Vessel B,7000,21.19,4595.0,0.656,638.2,Calm,Fuel A,1.25,129.45,162.45
Vessel B,7000,11.3,1535.8,0.219,3520.5,Calm,Green Fuel,12.98,16.11,209.05
Vessel B,7000,8.62,2459.1,0.351,2111.5,Moderate,Fuel A,10.21,8.96,91.51
Vessel C,4000,13.5,1122.6,0.281,3411.5,Calm,Fuel B,10.53,24.12,253.88
Vessel A,5000,18.49,1299.1,0.26,1375.6,Rough,Green Fuel,3.1,101.57,314.86
Vessel A,5000,21.33,4760.7,0.952,3686.9,Rough,Fuel B,7.2,212.84,1532.89
Vessel D,9000,19.89,2320.3,0.258,2085.4,Moderate,Fuel A,4.37,108.27,473.05
Vessel A,5000,19.63,4416.7,0.883,2189.3,Moderate,Fuel B,4.65,117.39,545.58
Vessel C,4000,21.12,2644.5,0.661,1527.8,Moderate,Fuel B,3.01,136.23,410.52
Vessel B,7000,14.51,1449.3,0.207,1086.8,Moderate,Fuel A,3.12,36.08,112.6
Vessel D,9000,16.03,8724.8,0.969,796.9,Rough,Fuel A,2.07,94.41,195.6
Vessel C,4000,21.18,2386.5,0.597,1361.1,Calm,Fuel B,2.68,115.91,310.38
Vessel D,9000,16.66,5850.7,0.65,3228.2,Moderate,Green Fuel,8.07,85.52,690.56
Vessel A,5000,17.48,4006.3,0.801,1578.6,Calm,Fuel B,3.76,88.61,333.49
Vessel D,9000,12.94,7450.3,0.828,3289.0,Rough,Green Fuel,10.59,63.03,667.68
Vessel C,4000,12.89,3357.6,0.839,1168.0,Moderate,Fuel B,3.78,34.61,130.66
Vessel D,9000,20.18,2083.5,0.232,2052.9,Moderate,Fuel A,4.24,119.84,507.95
Vessel D,9000,12.03,4717.8,0.524,348.9,Moderate,Fuel A,1.21,27.81,33.6
Vessel A,5000,19.51,1056.7,0.211,3020.4,Moderate,Fuel A,6.45,98.65,636.38
Vessel C,4000,8.31,2549.4,0.637,2889.6,Moderate,Fuel B,14.5,8.47,122.74
Vessel A,5000,21.99,4547.7,0.91,2127.2,Calm,Green Fuel,4.03,184.38,743.23
Vessel D,9000,8.86,5615.4,0.624,2033.6,Moderate,Fuel B,9.57,12.21,116.81
Vessel C,4000,20.15,3871.0,0.968,3600.4,Rough,Green Fuel,7.44,178.94,1332.04
Vessel C,4000,17.5,2607.1,0.652,2338.9,Calm,Fuel B,5.57,68.54,381.58
Vessel C,4000,17.07,3973.5,0.993,1958.6,Calm,Fuel A,4.78,89.19,426.47
Vessel D,9000,8.71,8967.6,0.996,1089.9,Moderate,Green Fuel,5.21,15.14,78.91
Vessel C,4000,15.07,1568.8,0.392,1957.5,Calm,Fuel A,5.41,40.12,217.08
Vessel A,5000,12.87,4345.4,0.869,320.6,Calm,Green Fuel,1.04,37.11,38.53
Vessel D,9000,8.13,4079.9,0.453,1142.8,Moderate,Fuel A,5.85,9.27,54.27
Vessel D,9000,18.81,3719.0,0.413,835.1,Calm,Fuel A,1.85,93.62,173.18
Vessel C,4000,15.44,3737.0,0.934,2440.8,Moderate,Fuel B,6.59,60.66,399.45
Vessel B,7000,10.48,2633.7,0.376,3997.7,Calm,Fuel A,15.89,14.86,236.15
Vessel B,7000,13.01,6993.4,0.999,3797.3,Calm,Fuel A,12.16,38.31,465.8
Vessel A,5000,8.5,3105.3,0.621,3892.7,Calm,Fuel B,19.08,7.93,151.22
Vessel B,7000,20.98,5379.7,0.769,3155.4,Rough,Fuel B,6.27,208.24,1305.03
Vessel A,5000,17.01,4926.6,0.985,3804.2,Calm,Fuel A,9.32,86.95,810.37
Vessel B,7000,12.57,2811.2,0.402,1382.8,Moderate,Fuel B,4.58,29.13,133.52
Vessel C,4000,11.24,3345.9,0.836,2323.2,Moderate,Fuel A,8.61,22.73,195.79
Vessel D,9000,18.64,4078.6,0.453,2184.1,Calm,Fuel A,4.88,107.2,523.41
Vessel A,5000,17.7,1569.2,0.314,2030.9,Moderate,Green Fuel,4.78,81.12,387.91
Vessel D,9000,20.52,5276.3,0.586,2910.5,Calm,Fuel B,5.91,131.06,774.47
Vessel D,9000,20.5,5826.5,0.647,3306.5,Moderate,Fuel A,6.72,147.5,991.09
Vessel C,4000,18.43,2543.1,0.636,1988.3,Calm,Fuel B,4.5,77.1,346.64
Vessel B,7000,10.52,4174.0,0.596,826.6,Calm,Fuel A,3.28,18.31,59.97
Vessel A,5000,8.13,1371.5,0.274,1031.3,Calm,Fuel B,5.29,5.81,30.74
Vessel D,9000,17.89,6447.3,0.716,2824.6,Rough,Fuel A,6.58,133.55,878.57
Vessel C,4000,20.06,2949.5,0.737,2603.5,Calm,Green Fuel,5.41,129.79,701.85
Vessel A,5000,8.31,2747.5,0.549,400.7,Moderate,Fuel A,2.01,7.93,15.92
Vessel D,9000,9.66,5886.0,0.654,2809.2,Rough,Fuel A,12.12,20.27,245.69
Vessel C,4000,16.62,3431.3,0.858,3378.5,Moderate,Fuel B,8.47,76.38,647.14
Vessel A,5000,17.81,1241.0,0.248,3602.1,Calm,Green Fuel,8.43,69.04,581.77
Vessel A,5000,11.99,3494.7,0.699,1439.6,Moderate,Green Fuel,5.0,32.31,161.61
Vessel C,4000,9.1,3457.6,0.864,1549.5,Moderate,Green Fuel,7.09,13.76,97.61
Vessel B,7000,12.04,6896.0,0.985,1591.5,Moderate,Fuel B,5.51,37.42,206.08
Vessel B,7000,15.27,6645.5,0.949,3840.0,Moderate,Fuel A,10.48,68.77,720.42
Vessel A,5000,18.2,4004.0,0.801,915.4,Calm,Green Fuel,2.1,102.28,214.32
Vessel A,5000,20.85,3181.5,0.636,2250.8,Calm,Green Fuel,4.5,145.46,654.14
Vessel B,7000,21.56,4208.9,0.601,3075.8,Calm,Fuel A,5.94,145.95,867.58
Vessel B,7000,14.52,3992.8,0.57,2329.6,Rough,Fuel A,6.68,63.54,424.76
Vessel B,7000,13.93,3133.4,0.448,1872.3,Rough,Fuel B,5.6,51.24,287.04
Vessel C,4000,9.84,1549.6,0.387,1633.3,Moderate,Fuel B,6.91,12.05,83.33
Vessel A,5000,11.66,2141.8,0.428,766.9,Calm,Green Fuel,2.74,22.08,60.47
Vessel D,9000,18.53,2044.7,0.227,451.0,Moderate,Fuel B,1.01,86.83,88.03
Vessel A,5000,15.24,2388.0,0.478,1557.9,Moderate,Fuel A,4.26,50.28,214.21
Vessel D,9000,8.03,2353.5,0.262,3583.9,Moderate,Green Fuel,18.6,8.8,163.75
Vessel C,4000,12.34,2004.1,0.501,3313.3,Moderate,Fuel B,11.19,24.24,271.2
Vessel D,9000,16.05,3737.9,0.415,2043.4,Moderate,Fuel B,5.3,61.13,324.23
Vessel B,7000,10.97,6615.9,0.945,1451.4,Moderate,Fuel B,5.51,25.64,141.33
Vessel D,9000,17.51,8842.9,0.983,550.4,Moderate,Green Fuel,1.31,126.86,166.16
Vessel D,9000,19.29,5149.9,0.572,2087.3,Moderate,Fuel B,4.51,127.13,573.27
Vessel C,4000,14.53,914.7,0.229,531.7,Moderate,Green Fuel,1.52,38.67,58.96
Vessel B,7000,12.2,3822.4,0.546,3640.6,Rough,Fuel B,12.43,36.49,453.66
Vessel D,9000,18.41,7278.4,0.809,424.2,Moderate,Fuel B,0.96,130.92,125.72
Vessel A,5000,10.32,1821.4,0.364,3032.1,Calm,Fuel B,12.24,13.17,161.17
Vessel B,7000,18.73,6820.0,0.974,3592.7,Rough,Green Fuel,7.99,187.32,1496.93
Vessel C,4000,19.03,1290.3,0.323,2277.2,Calm,Fuel A,4.99,75.27,375.37
Vessel A,5000,19.35,2981.3,0.596,3507.2,Moderate,Green Fuel,7.55,119.31,901.05
Vessel A,5000,19.07,2466.5,0.493,3739.0,Calm,Fuel B,8.17,74.08,605.31
Vessel A,5000,17.31,2700.3,0.54,1248.6,Calm,Green Fuel,3.01,80.29,241.34
Vessel C,4000,19.81,942.8,0.236,277.6,Calm,Green Fuel,0.58,87.24,50.92
Vessel B,7000,19.0,3464.6,0.495,914.9,Moderate,Fuel B,2.01,115.4,231.51
Vessel B,7000,12.36,6481.2,0.926,2860.6,Moderate,Fuel A,9.64,44.06,424.87
Vessel D,9000,21.57,3943.5,0.438,3614.7,Calm,Fuel A,6.98,145.44,1015.42
Vessel A,5000,8.56,2014.5,0.403,2657.0,Moderate,Fuel B,12.94,8.16,105.57
Vessel B,7000,10.51,1688.1,0.241,483.5,Rough,Fuel B,1.92,18.19,34.87
Vessel B,7000,13.09,2534.0,0.362,833.8,Moderate,Fuel A,2.65,30.98,82.25
Vessel A,5000,17.77,1495.7,0.299,486.0,Rough,Green Fuel,1.14,102.39,116.65
Vessel B,7000,20.77,2179.6,0.311,258.7,Calm,Green Fuel,0.52,126.46,65.62
Vessel C,4000,12.35,2642.0,0.661,2505.2,Calm,Green Fuel,8.45,28.25,238.75
Vessel B,7000,16.93,6888.2,0.984,3847.1,Moderate,Green Fuel,9.47,110.33,1044.86
Vessel A,5000,10.07,3768.8,0.754,2639.3,Moderate,Fuel B,10.92,15.57,170.03
Vessel D,9000,20.45,6981.0,0.776,642.4,Rough,Fuel B,1.31,174.56,228.49
Vessel C,4000,8.93,2862.0,0.715,3115.2,Rough,Fuel A,14.54,14.58,212.02
Vessel A,5000,14.74,4441.1,0.888,969.5,Calm,Fuel B,2.74,56.4,154.56
Vessel B,7000,11.45,3602.8,0.515,2223.8,Rough,Green Fuel,8.09,31.08,251.46
Vessel C,4000,18.84,3425.7,0.856,1117.2,Calm,Fuel A,2.47,100.7,248.85
Vessel D,9000,8.32,5750.5,0.639,2973.3,Calm,Green Fuel,14.88,11.36,169.06
Vessel D,9000,13.16,8414.2,0.935,2483.3,Rough,Fuel B,7.86,55.5,436.37
Vessel C,4000,12.17,2540.2,0.635,1118.6,Calm,Green Fuel,3.83,24.78,94.92
Vessel A,5000,9.53,1157.5,0.232,2169.9,Calm,Fuel B,9.48,9.98,94.65
Vessel D,9000,15.1,8374.9,0.931,1714.6,Moderate,Green Fuel,4.73,82.71,391.25
Vessel D,9000,18.87,2025.2,0.225,2134.7,Moderate,Fuel A,4.71,96.14,453.29
Vessel B,7000,11.37,2667.2,0.381,3333.7,Moderate,Fuel B,12.21,21.68,264.79
Vessel B,7000,15.6,2194.8,0.314,2835.2,Moderate,Green Fuel,7.57,58.97,446.67
Vessel A,5000,10.53,4042.0,0.808,3590.3,Calm,Fuel A,14.21,17.91,254.57
Vessel A,5000,21.74,2167.5,0.433,3409.2,Rough,Fuel B,6.53,158.04,1032.52
Vessel D,9000,15.03,2365.9,0.263,821.5,Moderate,Fuel A,2.28,49.07,111.76
Vessel C,4000,8.37,1371.9,0.343,864.0,Moderate,Fuel A,4.3,7.61,32.74
Vessel A,5000,8.17,3844.5,0.769,2152.8,Moderate,Fuel A,10.98,9.34,102.53
Vessel D,9000,17.56,3437.6,0.382,907.8,Calm,Fuel B,2.15,80.12,172.56
Vessel B,7000,12.4,6939.4,0.991,3800.8,Calm,Fuel B,12.77,39.88,509.31
Vessel C,4000,21.68,882.3,0.221,3417.2,Moderate,Green Fuel,6.57,132.16,868.11
Vessel C,4000,12.36,1399.3,0.35,1753.6,Moderate,Green Fuel,5.91,25.3,149.6
Vessel D,9000,13.7,2812.2,0.312,2387.3,Moderate,Green Fuel,7.26,43.14,313.29
Vessel A,5000,16.5,4721.4,0.944,1646.9,Calm,Green Fuel,4.16,82.68,343.76
Vessel B,7000,14.59,4333.7,0.619,361.5,Calm,Green Fuel,1.03,44.28,45.73
Vessel B,7000,10.3,2733.5,0.39,1908.4,Calm,Fuel B,7.72,13.99,107.97
Vessel C,4000,12.43,1896.7,0.474,2265.3,Calm,Green Fuel,7.6,26.07,198.03
Vessel D,9000,17.47,7138.5,0.793,2132.7,Moderate,Fuel A,5.09,107.6,547.35
Vessel C,4000,10.07,2702.9,0.676,1281.3,Calm,Green Fuel,5.3,15.18,80.5
Vessel B,7000,15.61,6218.3,0.888,632.4,Rough,Fuel B,1.69,82.41,139.07
Vessel C,4000,17.53,3605.3,0.901,2924.5,Moderate,Fuel A,6.95,97.53,678.02
Vessel B,7000,19.94,6069.4,0.867,1954.7,Calm,Green Fuel,4.08,152.89,624.53
Vessel D,9000,18.22,2527.9,0.281,2291.0,Rough,Fuel B,5.24,97.11,508.66
Vessel B,7000,16.54,5750.6,0.822,1764.4,Moderate,Green Fuel,4.44,81.37,361.6
Vessel B,7000,21.88,4706.2,0.672,3125.9,Moderate,Green Fuel,5.95,207.12,1232.71
Vessel A,5000,19.89,3442.5,0.688,2883.5,Rough,Fuel A,6.04,147.66,891.8
Vessel C,4000,14.95,2550.1,0.638,691.1,Rough,Fuel A,1.93,63.51,122.31
Vessel A,5000,20.59,2145.0,0.429,1256.3,Calm,Fuel B,2.54,114.25,290.49
Vessel B,7000,21.89,3557.3,0.508,1365.7,Calm,Fuel A,2.6,155.49,404.17
Vessel B,7000,21.17,2851.8,0.407,2663.5,Rough,Fuel A,5.24,170.82,895.57
Vessel A,5000,17.43,4316.9,0.863,2812.5,Rough,Fuel A,6.72,115.91,779.38
Vessel B,7000,8.48,3472.4,0.496,1551.1,Rough,Fuel B,7.62,10.89,83.01
Vessel D,9000,16.17,3141.5,0.349,2776.1,Rough,Fuel B,7.15,73.24,523.99
Vessel B,7000,9.21,2203.1,0.315,1588.9,Rough,Green Fuel,7.19,13.88,99.78
Vessel A,5000,9.31,2052.1,0.41,2254.4,Calm,Fuel A,10.09,11.44,115.38
Vessel B,7000,13.8,6460.9,0.923,1144.3,Calm,Fuel B,3.46,42.9,148.27
Vessel A,5000,14.13,3041.8,0.608,394.4,Rough,Fuel B,1.16,51.49,59.89
Vessel B,7000,18.68,4609.7,0.659,1537.8,Rough,Fuel A,3.43,133.87,459.22
Vessel A,5000,9.54,4372.3,0.874,1093.2,Calm,Fuel B,4.78,11.92,56.94
Vessel A,5000,16.48,2116.9,0.423,976.2,Calm,Fuel A,2.47,61.17,150.93
Vessel C,4000,18.11,1161.3,0.29,2388.7,Calm,Green Fuel,5.5,65.28,358.85
Vessel A,5000,20.63,2246.3,0.449,2609.6,Rough,Green Fuel,5.27,146.61,772.58
Vessel D,9000,17.85,3958.7,0.44,2821.1,Calm,Green Fuel,6.59,81.99,539.99
Vessel A,5000,21.65,2379.7,0.476,3051.9,Rough,Green Fuel,5.87,221.59,1301.78
Vessel D,9000,9.55,4578.7,0.509,791.2,Calm,Green Fuel,3.45,15.85,54.7
Vessel D,9000,21.88,3634.6,0.404,899.8,Moderate,Green Fuel,1.71,199.64,342.1
Vessel D,9000,16.18,8602.3,0.956,3370.4,Rough,Green Fuel,8.68,123.32,1070.44
Vessel A,5000,17.54,2984.4,0.597,2311.3,Calm,Green Fuel,5.49,79.88,438.68
Vessel D,9000,15.58,8806.3,0.978,1548.6,Moderate,Fuel A,4.14,83.33,345.02
Vessel D,9000,16.05,2772.3,0.308,1619.3,Moderate,Fuel B,4.2,63.65,267.5
Vessel C,4000,14.09,2148.8,0.537,2134.7,Calm,Green Fuel,6.31,42.67,269.41
Vessel A,5000,8.9,4355.2,0.871,1314.0,Calm,Fuel B,6.15,10.88,66.95
Vessel A,5000,12.83,4209.4,0.842,2385.5,Moderate,Fuel B,7.75,36.15,280.13
Vessel B,7000,12.9,2685.3,0.384,3372.7,Moderate,Fuel B,10.89,31.6,344.19
Vessel D,9000,13.58,7812.0,0.868,1381.0,Moderate,Fuel A,4.24,50.11,212.28
Vessel D,9000,17.95,8254.2,0.917,3236.5,Calm,Green Fuel,7.51,130.48,980.03
Vessel B,7000,16.56,5250.3,0.75,3655.5,Calm,Green Fuel,9.2,76.79,706.18
Vessel D,9000,19.84,1972.0,0.219,2850.8,Moderate,Fuel B,5.99,103.55,619.94
Vessel C,4000,12.38,1679.9,0.42,2600.4,Calm,Green Fuel,8.75,26.84,234.85
Vessel D,9000,15.52,7787.9,0.865,3719.6,Rough,Green Fuel,9.99,101.76,1016.26
Vessel C,4000,17.87,2294.0,0.574,451.6,Moderate,Green Fuel,1.05,86.01,90.58
Vessel A,5000,8.22,3476.5,0.695,3348.7,Moderate,Green Fuel,16.97,9.45,160.34
Vessel C,4000,19.65,2920.0,0.73,2775.1,Calm,Fuel A,5.89,108.36,637.71
Vessel B,7000,18.24,3007.9,0.43,2845.9,Rough,Fuel B,6.5,100.11,650.68
Vessel B,7000,14.83,4170.3,0.596,3281.9,Moderate,Fuel B,9.22,56.24,518.68
Vessel B,7000,16.33,1515.5,0.216,1501.2,Calm,Fuel B,3.83,53.05,203.19
Vessel B,7000,16.5,2212.0,0.316,2490.4,Calm,Green Fuel,6.29,65.17,409.84
Vessel D,9000,16.36,3018.2,0.335,2021.5,Moderate,Fuel A,5.15,67.57,347.89
Vessel A,5000,12.06,4949.2,0.99,2617.0,Rough,Fuel B,9.04,36.24,327.8
Vessel B,7000,11.66,3729.8,0.533,277.9,Calm,Fuel B,0.99,23.42,23.26
Vessel A,5000,13.39,2639.3,0.528,2635.8,Calm,Fuel A,8.2,33.25,272.72
Vessel B,7000,10.29,3659.3,0.523,572.3,Rough,Fuel A,2.32,20.97,48.62
Vessel C,4000,12.5,3798.5,0.95,2489.4,Moderate,Fuel A,8.3,33.56,278.57
Vessel C,4000,11.98,3044.6,0.761,1341.7,Moderate,Fuel B,4.67,25.39,118.49
Vessel D,9000,20.54,7700.5,0.856,3931.8,Moderate,Fuel B,7.98,168.04,1340.33
Vessel A,5000,11.23,1142.1,0.228,779.8,Rough,Green Fuel,2.89,21.95,63.52
Vessel B,7000,18.63,4038.0,0.577,3472.7,Rough,Fuel A,7.77,123.29,957.51
Vessel A,5000,12.66,3647.2,0.729,2730.0,Moderate,Fuel B,8.99,34.8,312.67
Vessel B,7000,10.94,4841.0,0.692,575.6,Calm,Green Fuel,2.19,24.53,53.78
Vessel C,4000,12.09,2167.7,0.542,3385.1,Calm,Green Fuel,11.67,23.63,275.66
Vessel A,5000,18.6,2089.3,0.418,3425.2,Moderate,Green Fuel,7.67,103.09,791.1
Vessel B,7000,17.15,1841.2,0.263,301.4,Calm,Fuel A,0.73,64.97,47.57
Vessel C,4000,9.59,3623.2,0.906,3101.3,Moderate,Green Fuel,13.47,18.68,251.62
Vessel A,5000,13.74,2270.5,0.454,1629.4,Moderate,Fuel B,4.94,38.72,191.29
Vessel C,4000,14.58,1567.2,0.392,2717.5,Rough,Green Fuel,7.77,51.98,403.77
Vessel A,5000,18.44,1303.9,0.261,577.3,Calm,Green Fuel,1.3,76.78,100.19
Vessel B,7000,19.96,4637.3,0.662,3613.1,Calm,Fuel B,7.54,128.49,968.99
Vessel D,9000,9.63,7151.2,0.795,1831.4,Rough,Green Fuel,7.92,23.95,189.78
Vessel C,4000,20.92,1751.6,0.438,955.2,Rough,Green Fuel,1.9,158.92,302.39
Vessel B,7000,17.78,2467.3,0.352,1462.5,Calm,Green Fuel,3.43,85.62,293.46
Vessel A,5000,10.32,1102.7,0.221,3083.3,Moderate,Fuel B,12.45,12.37,154.0
Vessel B,7000,12.15,3080.5,0.44,3582.8,Moderate,Fuel B,12.29,25.03,307.58
Vessel D,9000,17.34,2618.2,0.291,2636.9,Calm,Fuel B,6.34,66.0,418.31
Vessel A,5000,10.59,1417.6,0.284,1680.7,Calm,Green Fuel,6.61,14.86,98.3
Vessel A,5000,17.71,4303.5,0.861,3919.9,Rough,Fuel B,9.22,109.37,1008.86
Vessel D,9000,13.56,8890.2,0.988,3365.6,Rough,Fuel B,10.34,64.76,669.64
Vessel C,4000,9.92,2940.6,0.735,3252.6,Rough,Fuel A,13.67,18.76,256.44
Vessel D,9000,21.77,4572.3,0.508,2146.4,Rough,Fuel A,4.11,219.05,899.83
Vessel D,9000,19.71,5748.9,0.639,3990.1,Calm,Green Fuel,8.44,134.15,1131.7
Vessel D,9000,11.67,6365.2,0.707,1616.3,Calm,Green Fuel,5.77,29.91,172.52
Vessel A,5000,19.19,3220.1,0.644,282.4,Moderate,Green Fuel,0.61,130.32,79.94
Vessel D,9000,11.9,6976.1,0.775,1042.9,Moderate,Fuel A,3.65,31.72,115.8
Vessel B,7000,17.43,2880.9,0.412,392.0,Rough,Fuel B,0.94,96.75,90.68
Vessel A,5000,14.57,2276.6,0.455,2014.0,Rough,Green Fuel,5.76,54.32,312.82
Vessel C,4000,13.19,1424.9,0.356,722.9,Moderate,Green Fuel,2.28,31.26,71.41
Vessel B,7000,20.66,1885.6,0.269,3711.7,Rough,Fuel B,7.49,145.95,1092.77
Vessel C,4000,12.13,3664.7,0.916,1769.3,Calm,Fuel B,6.08,28.18,171.2
Vessel D,9000,13.55,2087.3,0.232,1337.8,Calm,Fuel B,4.11,30.38,124.99
Vessel A,5000,21.21,4636.5,0.927,2386.8,Moderate,Fuel B,4.69,155.53,729.23
Vessel B,7000,17.45,4190.8,0.599,666.2,Rough,Fuel A,1.59,101.77,161.91
Vessel A,5000,9.99,3078.9,0.616,1191.7,Calm,Fuel B,4.97,14.81,73.59
Vessel A,5000,11.23,3495.5,0.699,2112.2,Moderate,Fuel B,7.84,21.46,168.22
Vessel A,5000,11.54,1894.4,0.379,376.4,Rough,Fuel B,1.36,22.05,29.97
Vessel B,7000,13.87,6162.3,0.88,3476.7,Rough,Fuel A,10.45,64.71,675.88
Vessel D,9000,19.92,5945.3,0.661,280.7,Calm,Fuel A,0.59,116.39,68.32
Vessel A,5000,14.02,1285.1,0.257,2799.5,Calm,Fuel B,8.32,32.78,272.69
Vessel B,7000,17.15,6027.5,0.861,1385.0,Rough,Fuel B,3.37,115.89,389.99
Vessel C,4000,10.29,1905.8,0.476,2487.1,Moderate,Fuel A,10.07,15.2,153.17
Vessel B,7000,15.87,5820.1,0.831,274.2,Calm,Green Fuel,0.72,75.13,54.09
Vessel C,4000,10.75,2767.2,0.692,740.1,Rough,Green Fuel,2.87,20.95,60.09
Vessel C,4000,20.1,1372.1,0.343,2257.0,Rough,Fuel A,4.68,104.68,489.68
Vessel D,9000,13.4,5621.3,0.625,239.4,Moderate,Fuel B,0.74,44.02,32.76
Vessel D,9000,19.22,8362.0,0.929,1338.4,Calm,Green Fuel,2.9,148.16,429.79
Vessel B,7000,20.15,1904.8,0.272,3900.0,Calm,Fuel A,8.06,105.28,848.9
Vessel D,9000,19.04,6804.4,0.756,3725.1,Calm,Fuel B,8.15,116.64,950.91
Vessel B,7000,19.09,6710.1,0.959,1194.9,Calm,Green Fuel,2.61,141.52,369.01
Vessel B,7000,20.53,5605.3,0.801,2617.6,Moderate,Fuel A,5.31,163.07,866.26
Vessel C,4000,19.42,1076.5,0.269,2613.9,Calm,Fuel A,5.61,81.31,456.09
Vessel B,7000,13.3,3486.2,0.498,757.2,Moderate,Fuel B,2.37,37.89,89.86
Vessel D,9000,13.02,1946.5,0.216,386.2,Moderate,Green Fuel,1.24,31.42,38.84
Vessel D,9000,14.34,3799.8,0.422,2452.6,Moderate,Fuel A,7.13,48.46,345.39
Vessel C,4000,17.06,3741.7,0.935,1730.6,Calm,Fuel A,4.23,79.47,335.96
Vessel D,9000,17.51,7683.5,0.854,1983.7,Calm,Fuel A,4.72,94.19,444.54
Vessel B,7000,10.72,3762.8,0.538,2237.5,Moderate,Fuel B,8.7,19.31,168.05
Vessel B,7000,16.91,3910.6,0.559,3041.3,Calm,Green Fuel,7.5,81.48,610.78
Vessel D,9000,12.81,2647.1,0.294,3160.8,Moderate,Green Fuel,10.28,33.66,346.23
Vessel B,7000,19.13,2513.6,0.359,740.1,Calm,Green Fuel,1.61,107.05,172.58
Vessel D,9000,10.72,4489.5,0.499,2156.0,Moderate,Fuel B,8.38,20.49,171.77
Vessel D,9000,17.52,3181.9,0.354,833.4,Calm,Green Fuel,1.98,82.09,162.68
Vessel D,9000,8.1,4782.5,0.531,1994.5,Calm,Fuel A,10.26,8.53,87.5
Vessel C,4000,17.01,1123.7,0.281,1783.9,Moderate,Fuel B,4.37,56.08,244.98
Vessel C,4000,9.03,3455.0,0.864,1215.9,Calm,Fuel B,5.61,11.05,62.02
Vessel D,9000,14.46,4579.7,0.509,2956.6,Calm,Fuel B,8.52,46.51,396.34
Vessel A,5000,18.85,2011.7,0.402,2943.3,Calm,Fuel B,6.51,85.06,553.42
Vessel C,4000,12.17,3429.8,0.857,683.2,Calm,Fuel B,2.34,26.94,62.99
